id,name,album_group,album_type,release_date,popularity
6121,QUANTUM LEAP,NULL,compilation,1999-01-01 00:00:00.0000000,0
6122,"Symphony No. 9 in E Minor, Op. 95, ""From the New World"": I. Adagio - Allegro molto",NULL,album,2014-07-04 00:00:00.0000000,0
6123,Plain Out of Luck,NULL,album,1992-01-01 00:00:00.0000000,0
6124,Invisible Man,NULL,album,2012-09-04 00:00:00.0000000,0
6125,Oceans & Valleys,NULL,single,2012-01-12 00:00:00.0000000,0
6126,"String Quartet No.6, Sz. 114: 3. Mesto - Burletta (Moderato)",NULL,album,1968-01-01 00:00:00.0000000,0
6127,Monochrome ∞ Blue Sky,NULL,compilation,2011-01-01 00:00:00.0000000,0
6128,Baby Baby,NULL,compilation,2008-09-01 00:00:00.0000000,0
6129,El Trenecito,NULL,album,1965-07-11 00:00:00.0000000,0
613,Frente A Mi,NULL,compilation,2004-01-01 00:00:00.0000000,0
6130,A Cup of Cappuccino,NULL,compilation,2011-07-27 00:00:00.0000000,0
6131,THE BATTLE ON THE BRIDGE,NULL,compilation,2000-01-01 00:00:00.0000000,0
6132,Summer Romance,NULL,album,2015-06-29 00:00:00.0000000,0
6133,Feel Alive - Original Mix,NULL,compilation,2011-12-02 00:00:00.0000000,0
6134,La Semilla,NULL,album,2015-10-15 00:00:00.0000000,0
6135,Children's Song - Live at Newport,NULL,album,1970-06-15 00:00:00.0000000,0
6136,Uses for Humans,NULL,single,2016-05-28 00:00:00.0000000,0
6137,Drugs N F*****',NULL,album,2014-11-18 00:00:00.0000000,0
6138,Free to Dance,NULL,compilation,2009-01-01 00:00:00.0000000,0
6139,Le Regiment,NULL,album,2012-01-01 00:00:00.0000000,0
614,Borracho Afortunado,NULL,album,2011-04-11 00:00:00.0000000,0
6140,Canadian Sunset - Remastered,NULL,compilation,2011-01-01 00:00:00.0000000,0
6141,İsyankar (Kingstone's Senorita Remix),NULL,album,2005-07-28 00:00:00.0000000,0
6142,Silent MUSE,NULL,album,2011-01-26 00:00:00.0000000,0
6143,Crystallize,NULL,album,2013-12-12 00:00:00.0000000,0
6144,"The Arc, Pt. 1 & 2",NULL,album,2015-11-02 00:00:00.0000000,16
6145,Eye of the Storm (with Willie Nelson),NULL,album,2016-06-10 00:00:00.0000000,0
6146,Stagolee - David 'Honeyboy' Edwards,NULL,album,2003-01-01 00:00:00.0000000,0
6147,Indios,NULL,album,2009-01-01 00:00:00.0000000,0
6148,mannequin,NULL,album,2017-04-19 00:00:00.0000000,0
6149,Apartment - Audiotree Live Version,NULL,single,2016-04-14 00:00:00.0000000,0
615,After You've Gone (feat. Russ Freeman and Red Norvo),NULL,compilation,2013-10-01 00:00:00.0000000,0
6150,Eire,NULL,album,2013-08-12 00:00:00.0000000,0
6151,Crusin' In,NULL,compilation,1999-01-01 00:00:00.0000000,0
6152,Lost My Way - Original Mix,NULL,album,2015-08-10 00:00:00.0000000,0
6153,Concerto for String Orchestra & Musique,NULL,album,2005-06-21 00:00:00.0000000,1
6154,Riptide,NULL,album,2002-01-01 00:00:00.0000000,0
6155,ShadowBoxing,NULL,album,2012-10-02 00:00:00.0000000,16
6156,Eu Bem Sei,NULL,album,2016-09-01 00:00:00.0000000,0
6157,C'est Noël,NULL,album,2017-11-03 00:00:00.0000000,0
6158,Still Waters,NULL,compilation,2011-04-05 00:00:00.0000000,0
6159,"Vivaldi: Violin Concerto in D Major, RV 208 ""Grosso Mogul"": III. Allegro",NULL,album,1984-01-01 00:00:00.0000000,0
616,Mi Mundo Gira Contigo (My World Is Spinning Around You),NULL,album,2017-04-21 00:00:00.0000000,0
6160,Ragunboneman,NULL,album,2010-09-06 00:00:00.0000000,0
6161,Room of Regret,NULL,album,2006-01-02 00:00:00.0000000,0
6162,Suit and Tie,NULL,album,2011-01-01 00:00:00.0000000,0
6163,Stille Nacht,NULL,album,2011-01-01 00:00:00.0000000,0
6164,Don't Waste Time,NULL,album,2010-06-10 00:00:00.0000000,0
6165,Grandpa And Grandma Blues,NULL,album,2003-01-01 00:00:00.0000000,0
6166,Beautiful Beginning,NULL,album,2016-07-22 00:00:00.0000000,0
6167,Colonia Hidalgo Durango Querido - En Vivo En Chicago / 2004,NULL,album,2004-01-01 00:00:00.0000000,0
6168,"Troubles, Troubles, Troubles",NULL,album,2005-01-01 00:00:00.0000000,0
6169,Bert Kreischer meets an escort,NULL,compilation,2013-01-08 00:00:00.0000000,0
617,How To Handle A Peacemaker,NULL,album,2001-01-01 00:00:00.0000000,0
6170,The Fifth Column,NULL,album,1997-01-01 00:00:00.0000000,0
6171,Russian Christmas Music,NULL,album,2007-08-10 00:00:00.0000000,0
6172,"More Love, Your Love",NULL,album,2011-07-29 00:00:00.0000000,0
6173,Puffer,NULL,single,2019-07-05 00:00:00.0000000,0
6174,My Heart Trusts In You,NULL,album,2007-01-01 00:00:00.0000000,0
6175,Nebuloso,NULL,album,2007-01-02 00:00:00.0000000,0
6176,On My Own - 2008/Live In Sydney,NULL,album,2008-01-01 00:00:00.0000000,0
6177,Exquisite (feat. Crashprez & Verge),NULL,album,2016-07-01 00:00:00.0000000,0
6178,La Trampa,NULL,album,1951-05-01 00:00:00.0000000,0
6179,Only Children,NULL,album,2012-11-12 00:00:00.0000000,11
618,No Escape,NULL,album,2009-12-07 00:00:00.0000000,0
6180,Medley Tony Croatto (feat. Tito Auger),NULL,album,2012-10-22 00:00:00.0000000,0
6181,Growing Everyday,NULL,single,2016-05-03 00:00:00.0000000,0
6182,Passing By,NULL,single,2020-02-25 00:00:00.0000000,2
6183,Death's Black Train Is Coming,NULL,compilation,1992-06-30 00:00:00.0000000,0
6184,Lantlôs,NULL,album,2011-03-25 00:00:00.0000000,0
6185,Stormy Monday / Blues For The Count,NULL,album,2007-01-01 00:00:00.0000000,0
6186,Sin Luz,NULL,album,2008-01-07 00:00:00.0000000,0
6187,Work House Blues,NULL,compilation,2015-05-08 00:00:00.0000000,0
6188,Siempre Recordaras Que Te Quise,NULL,album,2009-09-14 00:00:00.0000000,0
6189,Exotic - Hardstrom Remix,NULL,single,2013-01-01 00:00:00.0000000,0
619,Body of a Super Model - Feat. Khyzr,NULL,compilation,2013-09-28 00:00:00.0000000,0
6190,"Clavier Concerto in F, H.XVIII No.6 with Solo Violin: 3. Presto",NULL,album,1993-01-01 00:00:00.0000000,0
6191,Interlude 3,NULL,album,1998-01-01 00:00:00.0000000,0
6192,Beautiful Colorado (1948 - historic recording),NULL,album,2008-09-02 00:00:00.0000000,0
6193,Soldier On - RUSKOS F'kin Seagull Remix,NULL,album,2010-01-01 00:00:00.0000000,0
6194,No Names,NULL,album,2012-10-23 00:00:00.0000000,0
6195,Backseat Love,NULL,single,2015-01-28 00:00:00.0000000,0
6196,"The Spirit - Live From Matrix, Bochum, Germany, December 17th/2011",NULL,album,2013-01-01 00:00:00.0000000,0
6197,Il suffira,NULL,album,2008-01-01 00:00:00.0000000,0
6198,Huelo a Soledad - Versión a Capella,NULL,album,2001-09-24 00:00:00.0000000,0
6199,Smokey Mountain Boogie,NULL,album,2011-11-08 00:00:00.0000000,0
62,Party starter,NULL,album,2007-11-07 00:00:00.0000000,0
620,"Life - Live at the Fillmore East, New York, NY [Show 4] - October 5, 1968",NULL,album,1968-01-01 00:00:00.0000000,0
6200,Taxes,NULL,album,2012-02-03 00:00:00.0000000,0
6201,Ventura,NULL,album,2014-03-28 00:00:00.0000000,0
6202,Gata Upp Gata Ner - Feat. Sepideh Vaziri,NULL,album,2009-05-22 00:00:00.0000000,0
6203,Karya Terbaik Cevin Syahailatua,NULL,compilation,2016-11-30 00:00:00.0000000,20
6204,"Moment for Life, Mood Music for New Year Party",NULL,album,2011-12-16 00:00:00.0000000,0
6205,Geoform 187,NULL,album,2016-11-30 00:00:00.0000000,0
6206,Camicie nere agli uffizi,NULL,album,2008-02-17 00:00:00.0000000,0
6207,Stride (Anxiety Get Gone),NULL,album,2006-09-19 00:00:00.0000000,0
6208,They Can't Take That Away From Me,NULL,compilation,2012-03-26 00:00:00.0000000,0
6209,"Three Part Inventions: Sinfonia No. 10 in G Major, BWV 796",NULL,album,2017-03-03 00:00:00.0000000,0
621,Yesterdays,NULL,compilation,1996-01-01 00:00:00.0000000,0
6210,"Roger, Copy That",NULL,album,2005-12-28 00:00:00.0000000,0
6211,Weather Ahead,NULL,album,2004-11-01 00:00:00.0000000,0
6212,Belladonna of Sadness,NULL,album,2017-04-07 00:00:00.0000000,55
6213,Tolerate,NULL,album,2015-02-21 00:00:00.0000000,0
6214,Purpose,NULL,album,2013-05-21 00:00:00.0000000,0
6215,Hollaback Girl,NULL,compilation,2006-01-01 00:00:00.0000000,0
6216,"The Shadow of the Past / A Knife in the Dark (From ""The Lord of the Rings: The Fellowship of the Ring "")",NULL,album,2015-04-20 00:00:00.0000000,0
6217,Friday Originally Performed By Rebecca Black,NULL,album,2011-05-09 00:00:00.0000000,0
6218,"Colours of the Wind - From ""Pocahontas""",NULL,compilation,2015-01-01 00:00:00.0000000,0
6219,Préludes No. 1,NULL,album,1999-01-01 00:00:00.0000000,0
622,Diamonds Set in Rings,NULL,album,2010-11-19 00:00:00.0000000,0
6220,Worship Tracks - I Will Lift My Eyes - as made popular by Bebo Norman [Performance Track],NULL,single,2006-11-21 00:00:00.0000000,0
6221,How To Smoke,NULL,single,2017-06-02 00:00:00.0000000,0
6222,Super Pepsi Land,NULL,compilation,2013-08-27 00:00:00.0000000,0
6223,En Paz,NULL,album,2013-01-01 00:00:00.0000000,0
6224,"15 Piano Variations And Fugue In E Flat, Op.35 -""Eroica Variations"": Variation 6",NULL,album,2006-01-01 00:00:00.0000000,0
6225,Kalinka - Flat,NULL,album,2013-03-03 00:00:00.0000000,0
6226,The End of the World - Live,NULL,album,1995-01-01 00:00:00.0000000,0
6227,"Faust / Act 3: ""Quel trouble inconnu...Salut! Demeure chaste et pure""",NULL,album,2008-01-01 00:00:00.0000000,0
6228,High Times Riddim,NULL,single,2012-03-14 00:00:00.0000000,0
6229,Count My Money Backwards (feat. Webbie & Lil Phat),NULL,album,2016-04-26 00:00:00.0000000,0
623,It's Time,NULL,album,2014-01-10 00:00:00.0000000,0
6230,I Love You Baby / Doidinha na Balada - Ao Vivo,NULL,album,2014-04-29 00:00:00.0000000,0
6231,Beethoven: The Complete Piano Concertos,NULL,album,2009-04-21 00:00:00.0000000,5
6232,Super Mulher,NULL,album,2015-08-15 00:00:00.0000000,0
6233,METAL BOX,NULL,album,2008-04-09 00:00:00.0000000,0
6234,不了了之,NULL,album,2013-12-05 00:00:00.0000000,0
6235,Made Of Love,NULL,album,2009-01-14 00:00:00.0000000,0
6236,Claros Son Tus Ojos (Brown Eyes),NULL,album,2006-10-30 00:00:00.0000000,0
6237,Buddy's Boogie,NULL,album,1992-01-01 00:00:00.0000000,0
6238,3 Years,NULL,album,2010-08-28 00:00:00.0000000,0
6239,San Francisco,NULL,album,2009-03-23 00:00:00.0000000,0
624,For All He's Done,NULL,album,2013-05-21 00:00:00.0000000,0
6240,El Último En La Fila (Karaoke Version),NULL,album,2013-03-19 00:00:00.0000000,0
6241,Pieces,NULL,album,2015-10-10 00:00:00.0000000,0
6242,Piano Tribute to Katy Perry,NULL,album,2013-12-17 00:00:00.0000000,0
6243,The Edge of the World,NULL,album,2016-04-21 00:00:00.0000000,0
6244,Friday Night,NULL,album,2016-06-17 00:00:00.0000000,7
6245,Fashion and Flair,NULL,compilation,2016-06-10 00:00:00.0000000,0
6246,Annie,NULL,album,2015-01-01 00:00:00.0000000,27
6247,"String Quartet No. 2 in G Major, Op. 18: III. Scherzo (Allegro) - Trio",NULL,album,2007-11-13 00:00:00.0000000,0
6248,The Man With No Face,NULL,album,2012-08-29 00:00:00.0000000,22
6249,Daylight,NULL,single,2013-09-18 00:00:00.0000000,0
625,Accept Crime,NULL,single,2012-01-01 00:00:00.0000000,0
6250,Rain,NULL,album,2010-02-16 00:00:00.0000000,0
6251,Kids,NULL,album,1999-07-20 00:00:00.0000000,0
6252,Février - EP,NULL,single,2016-08-26 00:00:00.0000000,1
6253,Poverty Metal,NULL,album,2020-10-16 00:00:00.0000000,24
6254,The Lady In Red,NULL,album,1999-01-01 00:00:00.0000000,0
6255,Hakim Bey,NULL,album,2012-08-06 00:00:00.0000000,0
6256,Take My Time,NULL,single,2020-11-27 00:00:00.0000000,35
6257,Wear It So Well,NULL,album,1998-03-03 00:00:00.0000000,0
6258,Que Viva La Polvadera,NULL,album,2000-02-10 00:00:00.0000000,0
6259,Can't Get Past The Hate,NULL,album,2013-04-18 00:00:00.0000000,0
626,Electricity,NULL,album,2003-01-01 00:00:00.0000000,0
6260,Reggae's What I Need,NULL,album,2011-07-24 00:00:00.0000000,0
6261,Healing Hands,NULL,album,2006-05-22 00:00:00.0000000,0
6262,The Boy Is Mine (Karaoke in the style of Brandy & Monica),NULL,album,2009-09-21 00:00:00.0000000,0
6263,"Forgotten Melodies, Op. 38: No. 1. Sonata reminiscenza",NULL,album,2012-09-04 00:00:00.0000000,0
6264,Oru Poongaavanam,NULL,compilation,2010-01-01 00:00:00.0000000,0
6265,난 요즘,NULL,single,2017-09-27 00:00:00.0000000,0
6266,Save Early & Often,NULL,album,2015-11-08 00:00:00.0000000,0
6267,Hush Hush; Hush Hush,NULL,compilation,2014-04-02 00:00:00.0000000,0
6268,Mary,NULL,compilation,2006-05-01 00:00:00.0000000,0
6269,Check this sound - Original Mix,NULL,single,2015-07-20 00:00:00.0000000,0
627,Very Heavy Rain,NULL,album,2017-10-06 00:00:00.0000000,0
6270,When Five Fell,NULL,album,2010-05-28 00:00:00.0000000,12
6271,Sans attendre,NULL,album,2012-10-30 00:00:00.0000000,32
6272,YBNL,NULL,album,2016-12-01 00:00:00.0000000,0
6273,Confide In Me - Live Studio Version,NULL,album,2011-10-28 00:00:00.0000000,0
6274,Concerto Di Natale,NULL,album,2009-11-15 00:00:00.0000000,1
6275,Tonight Tonight,NULL,album,1983-01-01 00:00:00.0000000,0
6276,La Bazuka,NULL,album,2013-08-09 00:00:00.0000000,0
6277,Prohibeme Verte (Live),NULL,album,2017-03-24 00:00:00.0000000,0
6278,Goin Down - SCNDL Remix,NULL,single,2012-03-30 00:00:00.0000000,0
6279,"Joseph, lieber Joseph mein",NULL,album,2009-06-17 00:00:00.0000000,0
628,From Here on Out,NULL,album,2016-09-12 00:00:00.0000000,0
6280,Andolan (Original Motion Picture Soundtrack),NULL,album,1995-03-03 00:00:00.0000000,0
6281,5 X幻覺,NULL,album,2011-01-01 00:00:00.0000000,0
6282,深淵 (feat. MC耀宗),NULL,single,2020-02-19 00:00:00.0000000,19
6283,I'm An Indian Too,NULL,album,2011-02-01 00:00:00.0000000,0
6284,Just Too Much To Hope For,NULL,compilation,2007-01-01 00:00:00.0000000,0
6285,You Came - Michael Mind Radio Cut,NULL,compilation,2008-01-01 00:00:00.0000000,0
6286,El Amor No Es un Invento,NULL,album,2016-03-01 00:00:00.0000000,0
6287,The Trap (Ft. Chiefa),NULL,album,2008-04-20 00:00:00.0000000,0
6288,She Tun Up,NULL,compilation,2012-10-19 00:00:00.0000000,0
6289,Megamix (Bonus Track),NULL,compilation,2002-01-01 00:00:00.0000000,0
629,The Prophet,NULL,album,1975-01-01 00:00:00.0000000,0
6290,Chota,NULL,compilation,2009-07-24 00:00:00.0000000,0
6291,Spice1 Presents Turf Bangers #2,NULL,compilation,2011-07-08 00:00:00.0000000,0
6292,At The Hop,NULL,compilation,2009-02-01 00:00:00.0000000,0
6293,S' Wonderful,NULL,album,2016-07-26 00:00:00.0000000,0
6294,اه لو لعبت يا زهر,NULL,album,2017-03-09 00:00:00.0000000,0
6295,I Should Get Up,NULL,album,2006-01-01 00:00:00.0000000,0
6296,Reloaded,NULL,album,2008-09-02 00:00:00.0000000,1
6297,Fim-De Semana,NULL,album,2002-01-01 00:00:00.0000000,0
6298,Turn and Run - King of Town Remix,NULL,album,2009-10-26 00:00:00.0000000,0
6299,Are Rafta Rafta Dekho,NULL,album,1973-12-01 00:00:00.0000000,0
63,"White Night, Big City",NULL,album,2012-02-07 00:00:00.0000000,0
630,Thème de Liz,NULL,album,2013-02-22 00:00:00.0000000,0
6300,Beatrice di Tenda / Act 1: Respiro io qui,NULL,album,1966-01-01 00:00:00.0000000,0
6301,What Are You Doing New Year's Eve,NULL,album,2009-12-09 00:00:00.0000000,0
6302,Mundo a Descobrir,NULL,album,2011-08-16 00:00:00.0000000,37
6303,"Messiah, HWV 56: Part II: Behold the Lamb of God (Chorus)",NULL,album,2009-01-01 00:00:00.0000000,0
6304,Felicidade,NULL,compilation,2011-10-23 00:00:00.0000000,0
6305,45 Fieber - 105 BPM,NULL,album,1991-01-01 00:00:00.0000000,0
6306,A Ella,NULL,album,2011-09-09 00:00:00.0000000,0
6307,不愛我的我不愛,NULL,album,2000-10-20 00:00:00.0000000,0
6308,My Tribute,NULL,compilation,2008-01-01 00:00:00.0000000,0
6309,Rocky Road To Dunton,NULL,album,2005-07-05 00:00:00.0000000,0
631,"Fantasy Etudes, Book II: I. Boris Prime",NULL,album,2009-11-17 00:00:00.0000000,0
6310,Get Em Out of Durr (feat. Partee),NULL,album,2012-06-19 00:00:00.0000000,0
6311,Palo Alto - Instrumental,NULL,album,1996-01-01 00:00:00.0000000,0
6312,Bonfire,NULL,album,2014-02-11 00:00:00.0000000,0
6313,Monty Python,NULL,single,2020-05-21 00:00:00.0000000,34
6314,Into Something - Radio Edit,NULL,single,2009-02-23 00:00:00.0000000,0
6315,What's Come Over Me,NULL,compilation,2009-03-01 00:00:00.0000000,0
6316,The Places We'll Go,NULL,album,2014-03-04 00:00:00.0000000,0
6317,La Tumba Hombres,NULL,album,2013-12-20 00:00:00.0000000,0
6318,Creepy Vintage Horror Supense,NULL,compilation,2014-09-30 00:00:00.0000000,0
6319,Your Way,NULL,album,2016-11-04 00:00:00.0000000,0
632,June Vacation,NULL,album,2017-02-25 00:00:00.0000000,0
6320,The Walking Dead (Main Theme from the TV Series),NULL,compilation,2015-10-28 00:00:00.0000000,0
6321,Murder Suit,NULL,album,2015-09-11 00:00:00.0000000,0
6322,Please Don't Blame Me,NULL,album,1960-01-01 00:00:00.0000000,0
6323,I'm Coming Virginia,NULL,compilation,2005-07-25 00:00:00.0000000,0
6324,Bring Hope Give Love,NULL,single,2019-03-22 00:00:00.0000000,8
6325,Far In,NULL,album,1999-01-01 00:00:00.0000000,6
6326,Geburt Einer Nation,NULL,compilation,2004-01-01 00:00:00.0000000,0
6327,Do You Know What It Means To Miss New Orleans? - Live,NULL,album,1976-01-01 00:00:00.0000000,0
6328,(You're My) Soul & Inspiration (Live),NULL,compilation,2011-03-07 00:00:00.0000000,0
6329,Alone Tonight,NULL,album,2017-07-07 00:00:00.0000000,0
633,Memphis,NULL,album,1996-01-01 00:00:00.0000000,0
6330,La Huevona,NULL,album,2014-05-15 00:00:00.0000000,0
6331,The Lover's Passion,NULL,album,1998-08-25 00:00:00.0000000,0
6332,Upcountry Boy,NULL,album,2014-06-04 00:00:00.0000000,6
6333,El Que Canta,NULL,album,2013-01-01 00:00:00.0000000,0
6334,Fly Gurlz,NULL,album,2013-04-28 00:00:00.0000000,0
6335,La Cucaracha,NULL,compilation,2013-01-01 00:00:00.0000000,0
6336,Pretend,NULL,album,2008-05-19 00:00:00.0000000,0
6337,Mention My Name,NULL,album,2010-08-23 00:00:00.0000000,0
6338,One of the Lucky Ones,NULL,album,2013-01-01 00:00:00.0000000,0
6339,Concrete View,NULL,album,2017-08-18 00:00:00.0000000,0
634,Live a Little,NULL,album,2009-03-16 00:00:00.0000000,0
6340,"Variations on a Theme by Mozart, Op.9: Variations on a Theme by Mozart, Op.9",NULL,album,2002-01-01 00:00:00.0000000,0
6341,Felix Mendelssohn Bartholdy: Neujahrslied: Mit Der Freude Zieht Der Schmerz,NULL,album,2008-09-29 00:00:00.0000000,0
6342,Evelyn,NULL,single,2016-11-18 00:00:00.0000000,0
6343,He Who Dance Last Dance Longest,NULL,album,2014-11-20 00:00:00.0000000,0
6344,Vi längtar efter julen,NULL,album,1994-12-01 00:00:00.0000000,0
6345,"Exam Study Piano Music to Increase Brain Power, Soft Classic Study Music for Relaxation, Concentration, Mind Power & Focus On Learning",NULL,album,2014-06-19 00:00:00.0000000,8
6346,Come Thou Fount,NULL,album,2017-03-10 00:00:00.0000000,0
6347,Sea and Sky,NULL,album,2006-01-01 00:00:00.0000000,0
6348,Das Album,NULL,album,2017-11-03 00:00:00.0000000,22
6349,Alcohol (Last Call),NULL,single,2010-12-03 00:00:00.0000000,0
635,The Village Green Preservation Society - Mono Mix,NULL,album,1968-11-22 00:00:00.0000000,0
6350,Disturbing the Peace,NULL,album,2015-05-05 00:00:00.0000000,0
6351,I Believe,NULL,compilation,1992-01-01 00:00:00.0000000,0
6352,Tornado Alley,NULL,album,2017-04-21 00:00:00.0000000,11
6353,Sight Unseen,NULL,single,2011-04-21 00:00:00.0000000,0
6354,Knife and Spear,NULL,single,2014-06-14 00:00:00.0000000,0
6355,Asymmetric Warfare,NULL,compilation,2012-10-08 00:00:00.0000000,0
6356,On Treasure Island,NULL,album,1952-01-01 00:00:00.0000000,0
6357,Cimarron,NULL,album,1997-01-01 00:00:00.0000000,0
6358,Greatest Hits (The Bomb) - Parliament,NULL,compilation,1984-01-01 00:00:00.0000000,31
6359,Anthology,NULL,album,2013-06-04 00:00:00.0000000,0
636,LA Hip Hop,NULL,single,2020-05-28 00:00:00.0000000,0
6360,C.D.,NULL,album,2004-01-01 00:00:00.0000000,45
6361,Red Eyes (This Wine),NULL,album,2014-07-04 00:00:00.0000000,0
6362,Tighten Up My Strings,NULL,album,2011-11-11 00:00:00.0000000,0
6363,World of Freedom - Radio Version,NULL,single,2021-04-02 00:00:00.0000000,0
6364,La Gioconda / Act 2: Ho! he! ho! he! Fissa il timone!,NULL,album,1981-01-01 00:00:00.0000000,0
6365,Relief,NULL,album,2014-01-01 00:00:00.0000000,44
6366,Amerikkka's Nightmare,NULL,album,1994-11-22 00:00:00.0000000,42
6367,Time Grows Long,NULL,album,2006-12-21 00:00:00.0000000,0
6368,Heroes Of Sponge Cake,NULL,album,2006-01-01 00:00:00.0000000,0
6369,Aztec Ruins - Original Mix,NULL,compilation,2010-09-18 00:00:00.0000000,0
637,Grape Ape,NULL,album,2012-08-01 00:00:00.0000000,0
6370,Majesty of Chomo Languna,NULL,album,2006-09-01 00:00:00.0000000,0
6371,Treading Water - Dub Version,NULL,album,2015-08-21 00:00:00.0000000,0
6372,"Violin Sonata No. 26 in B-Flat Major, K. 378: III. Rondo. Allegro",NULL,album,2017-06-02 00:00:00.0000000,0
6373,Rhythm Is Gonna Get You (Energy Workout Mix),NULL,album,2011-03-01 00:00:00.0000000,0
6374,Stronger,NULL,album,2008-01-01 00:00:00.0000000,0
6375,The Horse,NULL,album,2009-01-01 00:00:00.0000000,0
6376,Jerry the Junker,NULL,album,2001-01-01 00:00:00.0000000,0
6377,Lust For Life,NULL,album,2005-01-01 00:00:00.0000000,0
6378,"DJ Melodee Presents Classic Lovers Rock, Vol. 1",NULL,compilation,2012-09-17 00:00:00.0000000,0
6379,14 Days,NULL,single,2009-03-01 00:00:00.0000000,4
638,Pepper Spray,NULL,album,2017-03-31 00:00:00.0000000,0
6380,Parting of the Ways - Part 1,NULL,album,2014-12-29 00:00:00.0000000,0
6381,Peakin' at the Beacon,NULL,album,2000-11-14 00:00:00.0000000,21
6382,Dancing Crazy,NULL,single,2017-06-23 00:00:00.0000000,0
6383,Tus Últimas Horas,NULL,album,2008-11-01 00:00:00.0000000,0
6384,Fight,NULL,single,2021-02-13 00:00:00.0000000,1
6385,Cloudburst,NULL,compilation,2015-05-28 00:00:00.0000000,0
6386,Assurance,NULL,album,2005-01-01 00:00:00.0000000,0
6387,Pete Seeger Sings Woody Guthrie,NULL,album,1968-01-01 00:00:00.0000000,10
6388,The Infinity Symbol - Perc Mix,NULL,compilation,2017-03-10 00:00:00.0000000,0
6389,No Name Blues,NULL,album,2010-09-14 00:00:00.0000000,0
639,Diamond Life (feat. Julie McKnight) - Old School Dub,NULL,album,2008-08-29 00:00:00.0000000,0
6390,Relaxing Spa Music Nature Sounds for Meditation and Relax. Relax Music to Meditate to,NULL,album,2011-02-16 00:00:00.0000000,0
6391,The Sunset Theme,NULL,album,2015-03-02 00:00:00.0000000,0
6392,Traicionera,NULL,album,2015-01-30 00:00:00.0000000,0
6393,Masonic Funeral,NULL,album,2012-08-28 00:00:00.0000000,0
6394,Magical,NULL,album,2015-03-18 00:00:00.0000000,0
6395,Eg vetsje,NULL,album,2011-05-02 00:00:00.0000000,0
6396,Shooting for the Stars,NULL,album,2012-09-18 00:00:00.0000000,0
6397,Ghostly Music Swell 12,NULL,album,2010-09-01 00:00:00.0000000,0
6398,Some Marvels Of Modern Science + Singles,NULL,album,2008-04-28 00:00:00.0000000,10
6399,Kick Drum Heart,NULL,album,2016-03-18 00:00:00.0000000,0
64,Les premiers succès (1945-1950),NULL,album,2016-06-04 00:00:00.0000000,15
640,Dreader Than Dread,NULL,compilation,2003-01-01 00:00:00.0000000,0
6400,"Concerto No. 44 à 2 violes esgales ""Tombeau les regrets"": V. Joye des Elizees",NULL,album,2005-08-01 00:00:00.0000000,0
6401,"Don Quixote, Act I: Sancho Panza and the Girls",NULL,album,2016-01-08 00:00:00.0000000,0
6402,So Green,NULL,album,2015-12-13 00:00:00.0000000,0
6403,Organic Noise,NULL,album,2017-07-22 00:00:00.0000000,0
6404,Christmas Eve In Washington - Single,NULL,single,1989-01-01 00:00:00.0000000,12
6405,Into Light,NULL,single,2019-02-21 00:00:00.0000000,11
6406,Tonight,NULL,album,2012-10-16 00:00:00.0000000,0
6407,Hotel California (Deluxe),NULL,album,2013-01-01 00:00:00.0000000,53
6408,Headturner,NULL,album,2012-10-20 00:00:00.0000000,0
6409,Let Beauty Awake,NULL,album,2017-08-04 00:00:00.0000000,5
641,she was just 17,NULL,album,2010-04-26 00:00:00.0000000,0
6410,Responding To Your Word,NULL,album,1993-03-01 00:00:00.0000000,0
6411,Fadista Louco,NULL,album,2009-01-01 00:00:00.0000000,0
6412,Bring It!,NULL,single,2016-08-19 00:00:00.0000000,4
6413,A Tribute to Bon Scott,NULL,single,2011-11-30 00:00:00.0000000,14
6414,Sound System - Original Mix,NULL,album,2010-05-01 00:00:00.0000000,0
6415,King of Oud 5,NULL,album,2010-01-01 00:00:00.0000000,0
6416,Swimming - Slow Sleep Mix,NULL,single,2016-09-02 00:00:00.0000000,0
6417,Om Du Vore En Vakthund,NULL,album,2004-01-01 00:00:00.0000000,0
6418,Mr Babylon,NULL,single,2014-05-26 00:00:00.0000000,0
6419,I'm Broke,NULL,album,2012-03-01 00:00:00.0000000,0
642,My Love For You,NULL,album,2014-10-07 00:00:00.0000000,0
6420,Interlude,NULL,album,2009-09-15 00:00:00.0000000,0
6421,Dance,NULL,album,2014-03-04 00:00:00.0000000,0
6422,Instant Karma,NULL,album,2006-09-13 00:00:00.0000000,0
6423,Charidike anondo,NULL,album,2012-08-31 00:00:00.0000000,0
6424,Quit Actin',NULL,album,2008-10-28 00:00:00.0000000,0
6425,Kitna Haseen Chehra,NULL,album,1993-01-01 00:00:00.0000000,0
6426,We're Still Here,NULL,album,2014-09-23 00:00:00.0000000,0
6427,Special Rider Blues,NULL,album,2004-01-01 00:00:00.0000000,0
6428,Big City,NULL,album,2015-01-01 00:00:00.0000000,0
6429,En blanc et noir (arr. R. Holloway for orchestra): III. Scherzando,NULL,album,2011-05-03 00:00:00.0000000,0
643,Departure,NULL,album,2016-06-22 00:00:00.0000000,0
6430,Miasma / Elixer,NULL,single,2013-10-14 00:00:00.0000000,0
6431,Porque No Te Largas,NULL,album,2008-01-01 00:00:00.0000000,0
